marker	drug	rho	p.value
HIP1.CP	Gefitinib_EGFR	-0.072398761	0.076636469
HIP1.CP	Gemcitabine_not_given	0.099376634	0.01610724
HIP1.CP	GNF_2_BCR_ABL_only_allosteric_non_ATP_competetive	-0.078743885	0.175187234
HIP1.CP	GSK_1904529A_IGF1R	-0.012964572	0.754142315
HIP1.CP	GSK_650394_serum_glucocorticoid_regulated_kinase_1_	0.10156873	0.013900172
HIP1.CP	GSK269962A_ROCK	-0.096534945	0.096245461
HIP1.CP	GW_441756_Trk_A	-0.023136123	0.571980333
HIP1.CP	GW843682X_PLK1	0.021822699	0.707055251
HIP1.CP	Imatinib_BCR_ABL_KIT_PDGFR	-0.115746373	0.044444305
HIP1.CP	IPA_3_not_given	0.144308474	0.000457916
HIP1.CP	JNJ_26854165_MDM2	0.021786109	0.596790641
HIP1.CP	JNK_9L_JNK	0.096061426	0.01940054
HIP1.CP	JNK_Inhibitor_VIII_JNK	-0.038406554	0.348057851
HIP1.CP	JW_7_52_1_mTOR	-0.046090393	0.427159799
HIP1.CP	KIN001_135_IKKe	0.043883183	0.449650976
HIP1.CP	KU_55933_ATM_IC50_13_nM_ATR_10_mM	0.03355788	0.413099511
HIP1.CP	Lapatinib_EGFR_ERBB2	-0.146322686	0.012013193
HIP1.CP	LAQ824_HDAC	0.083023562	0.044540768
HIP1.CP	Lenalidomide_TNF_alpha	0.027660688	0.499233637
HIP1.CP	LFM_A13_BTK	-0.027502748	0.506386224
HIP1.CP	Methotrexate_Dihydrofolate_reductase_DHFR	0.120854878	0.003051052
HIP1.CP	MG_132_Proteosome	-0.181563748	0.001647841
HIP1.CP	Midostaurin_KIT	-0.029851133	0.468491365
HIP1.CP	Mitomycin_C_DNA_crosslinker	0.081531786	0.048524436
HIP1.CP	MK_2206_AKT1_2	0.036761935	0.379330468
HIP1.CP	MS_275_HDAC	-0.012112099	0.835335526
HIP1.CP	Nilotinib_Bcr_Abl	0.053606373	0.19695692
HIP1.CP	NSC_87877_SHP1_2	0.061847334	0.132821183
HIP1.CP	NU_7441_DNAPK	0.033800365	0.409730075
HIP1.CP	Nutlin_3a_p53_MDM2_interaction	0.165572829	4.66E-05
HIP1.CP	NVP_BEZ235_PI3K_Class_1_and_mTORC1_2	0.038882571	0.344959447
HIP1.CP	NVP_TAE684_ALK	-0.058105715	0.315016689
HIP1.CP	Obatoclax_Mesylate_BCL2_family	0.0363721	0.379463002
HIP1.CP	OSI_906_IGF1R	0.025815496	0.532826859
HIP1.CP	OSU_03012_PDK1	0.104387769	0.011455897
HIP1.CP	PAC_1_Caspase_3_activator	0.040438196	0.328462888
HIP1.CP	Paclitaxel_Microtubules	-0.01343565	0.817034039
HIP1.CP	Parthenolide_NFkappaB	-0.012541823	0.829012308
HIP1.CP	Pazopanib_VEGFR_PDGFRA_PDGFRB_KIT	-0.03428079	0.407488379
HIP1.CP	PD_0325901_MEK_1_2	-0.040513331	0.32508968
HIP1.CP	PD_0332991_Cdk_4_6	0.136163077	0.001074078
HIP1.CP	PD_173074_FGFR1_FGFR3	0.064252812	0.116207584
HIP1.CP	PF_02341066_MET_ALK	0.013721845	0.812590282
HIP1.CP	PF_4708671_p70_S6KA	-0.024013101	0.559817115
HIP1.CP	PF_562271_FAK	0.026942949	0.512929182
HIP1.CP	PHA_665752_MET	-0.036799724	0.524076111
HIP1.CP	PLX4720_RAF	-0.000675605	0.986835061
HIP1.CP	Pyrimethamine_STAT3	0.046972377	0.41914405
HIP1.CP	QS11_ARFGAP	0.055612565	0.178817869
HIP1.CP	Rapamycin_mTOR	-0.015603127	0.78747245
HIP1.CP	RDEA119_MEK_1_2	-0.053540559	0.193300249
HIP1.CP	RO_3306_Cdk1	-0.051309624	0.209849573
HIP1.CP	Roscovitine_CDK_s	0.064282056	0.271921263
HIP1.CP	S_Trityl_L_cysteine_Eg5	0.070857109	0.222625619
HIP1.CP	Salubrinal_GADD34_PP1C_phosphatase	-0.024700417	0.672128535
HIP1.CP	SB_216763_GSKa_b	-0.064264505	0.125064097
HIP1.CP	SB590885_BRAF	0.067826361	0.102417909
HIP1.CP	Shikonin_not_given	0.068083408	0.09793254
HIP1.CP	SL_0101_1_RSK_AURKB_PIM3	-0.003803359	0.926237906
HIP1.CP	Sorafenib_PDGFRA_PDGFRB_KDR_KIT_FLT3	0.003019582	0.958532789
HIP1.CP	Sunitinib_PDGFRA_PDGFRB_KDR_KIT_FLT3	0.106496186	0.066371399
HIP1.CP	Temsirolimus_mTOR	0.059734696	0.144228036
HIP1.CP	TGX221_PI3K_beta	-0.043579527	0.453559696
HIP1.CP	Thapsigargin_ATPase_Ca_transporting_cardiac_muscle_slow_twitch_2	-0.007021903	0.86530787
HIP1.CP	Tipifarnib_Farnesyl_transferase	0.046806758	0.257940451
HIP1.CP	TW_37_BCL_2_BCL_XL	0.061045911	0.137926827
HIP1.CP	Vinblastine_Microtubules	0.100237931	0.014114718
HIP1.CP	Vinorelbine_Microtubules	0.079900308	0.052009281
HIP1.CP	Vorinostat_HDAC_inhibitor_Class_I_IIa_IIb_IV	0.112375345	0.005899626
HIP1.CP	VX_680_Aurora_kinase_A_B_C_FLT_3_ABL1_JAK2	0.087294079	0.132718507
HIP1.CP	VX_702_p38_MAPK	0.105060644	0.010080448
HIP1.CP	WH_4_023_SRC_family_ABL	-0.064393647	0.267824982
HIP1.CP	WZ_1_84_BMX	0.004287742	0.941243394
HIP1.CP	X17_AAG_Hsp90	-0.113848019	0.005276905
HIP1.CP	X681640_Wee1_Chk1	0.053144185	0.2012411
HIP1.CP	XMD8_85_Erk5	0.061611765	0.291550472
HIP1.CP	Z_LLNle_CHO_gamma_secretase	-0.036111408	0.534624479
HIP1.CP	ZM_447439_Aurora_B	0.045798248	0.2708243
HIST1H4I.CP	A_443654_AKT1_2_3	0.018581204	0.749392258
HIST1H4I.CP	A_770041_Src_family	-0.044577803	0.442501793
HIST1H4I.CP	ABT_263_Bcl_2_Bcl_xL_and_Bcl_w	0.095087795	0.019931281
HIST1H4I.CP	ABT_888_PARP1_2	0.056061022	0.170600778
HIST1H4I.CP	AG_014699_PARP1_2_	0.041497774	0.313461831
HIST1H4I.CP	AICAR_AMPK_agonist	0.007058194	0.863133357
HIST1H4I.CP	AKT_inhibitor_VIII_AKT1_2	-0.010689056	0.795223499
HIST1H4I.CP	AMG_706_VEGFR_RET_c_KIT_PDGFR	-0.051454902	0.208560187
HIST1H4I.CP	AP_24534_Bcr_Abl	0.028328298	0.491491495
HIST1H4I.CP	AS601245_not_given	-0.100226086	0.015217948
HIST1H4I.CP	ATRA_Ligand_for_retinoic_acid_and_retinoid_X_receptors	0.059838649	0.14352992
HIST1H4I.CP	AUY922_HSP90	-0.003816686	0.92654292
HIST1H4I.CP	Axitinib_PDGFR_KIT_VEGFR	0.116879535	0.004177823
HIST1H4I.CP	AZ628_BRAF	0.032950564	0.571000781
HIST1H4I.CP	AZD_0530_Src_Abl	-0.129694595	0.024194076
HIST1H4I.CP	AZD_2281_PARP1_2	0.147766924	0.000284627
HIST1H4I.CP	AZD6244_MEK_1_2	-0.007747401	0.853062216
HIST1H4I.CP	AZD6482_PI3K_beta	0.017284196	0.678118625
HIST1H4I.CP	AZD6482_PI3Kb	0.024698089	0.548671626
HIST1H4I.CP	AZD7762_Chk_1_2	0.053206343	0.193464403
HIST1H4I.CP	AZD8055_mTORC1_2	0.135298535	0.000966213
HIST1H4I.CP	BAY_61_3606_spleen_tyrosine_kinase	0.063910963	0.122250172
HIST1H4I.CP	Bexarotene_Retinioic_acid_X_family_agonist	-0.014984917	0.717357838
HIST1H4I.CP	BI_2536_PLK1_2_3	-0.021268759	0.714161983
HIST1H4I.CP	BIBW2992_EGFR_HER2	-0.145323042	0.000359394
HIST1H4I.CP	Bicalutamide_Androgen_receptor	-0.116956862	0.004583779
HIST1H4I.CP	BIRB_0796_p38_JNK2	-0.000692528	0.986505344
HIST1H4I.CP	Bleomycin_not_given	-0.030064197	0.467601316
HIST1H4I.CP	BMS_509744_IL2_inducible_T_cell_kinase_ITK	0.051368907	0.37609441
HIST1H4I.CP	BMS_536924_IGF_1R	-0.055153324	0.341899373
HIST1H4I.CP	BMS_708163_gamma_secretase_complex	-0.071288487	0.082823635
HIST1H4I.CP	BMS_754807_IGF1R	-0.015923098	0.700490258
HIST1H4I.CP	Bortezomib_Proteasome	-0.095975414	0.098769527
HIST1H4I.CP	Bosutinib_SRC_ABL_TEC	0.049893496	0.222720487
HIST1H4I.CP	Bryostatin_1_PRKC	-0.122982616	0.002863115
HIST1H4I.CP	BX_795_TBK1_PDK1_IKK_AURKB_C	0.058387162	0.154205365
HIST1H4I.CP	Camptothecin_DNA_topoisomerase_I	0.089909475	0.027782156
HIST1H4I.CP	CCT007093_PPM1D	0.078951368	0.054664283
HIST1H4I.CP	CCT018159_HSP90	0.001078324	0.979254896
HIST1H4I.CP	CEP_701_FLT3_JAK2_NTRK1_RET	0.137206941	0.000759934
HIST1H4I.CP	CGP_082996_CDK4	0.061782922	0.287749263
HIST1H4I.CP	CGP_60474_CDK_1_2_5_7_9	0.005795218	0.920644937
HIST1H4I.CP	CHIR_99021_GSK3B	-0.07985395	0.052146065
HIST1H4I.CP	CI_1040_MEK_1_2	-0.021137649	0.606849395
HIST1H4I.CP	Cisplatin_DNA_crosslinking	0.020879715	0.610045678
HIST1H4I.CP	CMK_Rsk	-0.089883901	0.121561882
HIST1H4I.CP	Cyclopamine_SMO	0.074161986	0.204043402
HIST1H4I.CP	Cytarabine_Inhibits_DNA_synthesis	0.07354059	0.07209088
HIST1H4I.CP	Dasatinib_ABL_SRC_BMX_pan_Y_KIT_PDGFR	-0.102145058	0.078324115
HIST1H4I.CP	DMOG_Prolyl_4_Hydroxylase	0.049832014	0.22602771
HIST1H4I.CP	Docetaxel_Microtubules	-0.060327633	0.140280699
HIST1H4I.CP	Doxorubicin_DNA	-0.006584309	0.873628978
HIST1H4I.CP	EHT_1864_Rac_GTPases	0.096228599	0.019087557
HIST1H4I.CP	Elesclomol_Hsp70	0.041326844	0.312604756
HIST1H4I.CP	Embelin_XIAP	-0.030736242	0.45770425
HIST1H4I.CP	Epothilone_B_Microtubules	-0.017878315	0.665815105
HIST1H4I.CP	Erlotinib_EGFR	-0.101628725	0.091971962
HIST1H4I.CP	Etoposide_not_given	0.066159404	0.107815966
HIST1H4I.CP	FH535_not_given	-0.046552236	0.26054066
HIST1H4I.CP	FTI_277_Farnesyl_transferase	-0.03976038	0.334169764
HIST1H4I.CP	GDC_0449_SMO	0.106850273	0.008867047
HIST1H4I.CP	GDC0941_PI3K_class_1	0.025026248	0.544055784
HIST1H4I.CP	Gefitinib_EGFR	-0.051411986	0.208940485
HIST1H4I.CP	Gemcitabine_not_given	-0.009124365	0.825551505
HIST1H4I.CP	GNF_2_BCR_ABL_only_allosteric_non_ATP_competetive	-0.114245758	0.04879773
HIST1H4I.CP	GSK_1904529A_IGF1R	-0.122327182	0.003016504
HIST1H4I.CP	GSK_650394_serum_glucocorticoid_regulated_kinase_1_	-0.005206408	0.899917515
HIST1H4I.CP	GSK269962A_ROCK	-0.055664161	0.338256122
HIST1H4I.CP	GW_441756_Trk_A	-0.059609005	0.145075606
HIST1H4I.CP	GW843682X_PLK1	-0.018494714	0.750112367
HIST1H4I.CP	Imatinib_BCR_ABL_KIT_PDGFR	-0.075612857	0.190047406
HIST1H4I.CP	IPA_3_not_given	0.095555448	0.02069465
HIST1H4I.CP	JNJ_26854165_MDM2	-0.043693803	0.288519006
HIST1H4I.CP	JNK_9L_JNK	0.053539199	0.193311584
HIST1H4I.CP	JNK_Inhibitor_VIII_JNK	-0.030266408	0.45967836
HIST1H4I.CP	JW_7_52_1_mTOR	-0.015438241	0.790354883
HIST1H4I.CP	KIN001_135_IKKe	-0.063562516	0.273252493
HIST1H4I.CP	KU_55933_ATM_IC50_13_nM_ATR_10_mM	0.069958814	0.087663256
HIST1H4I.CP	Lapatinib_EGFR_ERBB2	-0.09244309	0.113716937
HIST1H4I.CP	LAQ824_HDAC	0.056140486	0.174722112
HIST1H4I.CP	Lenalidomide_TNF_alpha	0.098019426	0.016406531
HIST1H4I.CP	LFM_A13_BTK	-0.027826233	0.501396753
HIST1H4I.CP	Methotrexate_Dihydrofolate_reductase_DHFR	0.122294313	0.002716703
HIST1H4I.CP	MG_132_Proteosome	-0.11745375	0.04275837
HIST1H4I.CP	Midostaurin_KIT	-0.006634835	0.872020094
HIST1H4I.CP	Mitomycin_C_DNA_crosslinker	-0.021628705	0.601309232
HIST1H4I.CP	MK_2206_AKT1_2	0.039317373	0.347070102
HIST1H4I.CP	MS_275_HDAC	-0.038411577	0.509622865
HIST1H4I.CP	Nilotinib_Bcr_Abl	0.118000079	0.00439814
HIST1H4I.CP	NSC_87877_SHP1_2	0.00426377	0.917547721
HIST1H4I.CP	NU_7441_DNAPK	0.051825693	0.206056598
HIST1H4I.CP	Nutlin_3a_p53_MDM2_interaction	0.145060168	0.000368445
HIST1H4I.CP	NVP_BEZ235_PI3K_Class_1_and_mTORC1_2	0.109895628	0.00744322
HIST1H4I.CP	NVP_TAE684_ALK	-0.053981109	0.350654157
HIST1H4I.CP	Obatoclax_Mesylate_BCL2_family	0.016937493	0.682416973
HIST1H4I.CP	OSI_906_IGF1R	-0.016016047	0.698826955
HIST1H4I.CP	OSU_03012_PDK1	0.030781074	0.457048222
HIST1H4I.CP	PAC_1_Caspase_3_activator	0.02776006	0.502415297
HIST1H4I.CP	Paclitaxel_Microtubules	-0.040939953	0.480655626
HIST1H4I.CP	Parthenolide_NFkappaB	-0.056155647	0.333184998
HIST1H4I.CP	Pazopanib_VEGFR_PDGFRA_PDGFRB_KIT	-0.110256881	0.007551606
HIST1H4I.CP	PD_0325901_MEK_1_2	-0.079804567	0.052292103
HIST1H4I.CP	PD_0332991_Cdk_4_6	0.084111309	0.04397369
HIST1H4I.CP	PD_173074_FGFR1_FGFR3	0.061104326	0.135236105
HIST1H4I.CP	PF_02341066_MET_ALK	0.007010261	0.903596838
HIST1H4I.CP	PF_4708671_p70_S6KA	-0.033111944	0.421301038
HIST1H4I.CP	PF_562271_FAK	-0.007104527	0.863046476
HIST1H4I.CP	PHA_665752_MET	-0.070513316	0.221771723
HIST1H4I.CP	PLX4720_RAF	0.058097442	0.155568652
HIST1H4I.CP	Pyrimethamine_STAT3	-0.001291359	0.982289511
HIST1H4I.CP	QS11_ARFGAP	0.01850642	0.654821108
HIST1H4I.CP	Rapamycin_mTOR	-0.01945841	0.736706486
HIST1H4I.CP	RDEA119_MEK_1_2	-0.050349412	0.221238764
HIST1H4I.CP	RO_3306_Cdk1	0.027113671	0.507760688
HIST1H4I.CP	Roscovitine_CDK_s	-0.007745647	0.894789414
HIST1H4I.CP	S_Trityl_L_cysteine_Eg5	0.020839338	0.720141454
HIST1H4I.CP	Salubrinal_GADD34_PP1C_phosphatase	0.027732309	0.634646358
HIST1H4I.CP	SB_216763_GSKa_b	-0.04236291	0.312244872
HIST1H4I.CP	SB590885_BRAF	0.074024009	0.074606753
HIST1H4I.CP	Shikonin_not_given	0.050721014	0.217844332
HIST1H4I.CP	SL_0101_1_RSK_AURKB_PIM3	0.020962317	0.609836619
HIST1H4I.CP	Sorafenib_PDGFRA_PDGFRB_KDR_KIT_FLT3	0.047785866	0.410335
HIST1H4I.CP	Sunitinib_PDGFRA_PDGFRB_KDR_KIT_FLT3	0.030715969	0.597404936
HIST1H4I.CP	Temsirolimus_mTOR	0.092653342	0.023342296
HIST1H4I.CP	TGX221_PI3K_beta	-0.076225776	0.189438965
HIST1H4I.CP	Thapsigargin_ATPase_Ca_transporting_cardiac_muscle_slow_twitch_2	-0.017074783	0.679984531
HIST1H4I.CP	Tipifarnib_Farnesyl_transferase	-0.010467198	0.800384174
HIST1H4I.CP	TW_37_BCL_2_BCL_XL	0.037063367	0.368017024
HIST1H4I.CP	Vinblastine_Microtubules	0.082445889	0.043691337
HIST1H4I.CP	Vinorelbine_Microtubules	0.026256297	0.52373216
HIST1H4I.CP	Vorinostat_HDAC_inhibitor_Class_I_IIa_IIb_IV	0.127941523	0.001702995
HIST1H4I.CP	VX_680_Aurora_kinase_A_B_C_FLT_3_ABL1_JAK2	0.05207215	0.370394497
HIST1H4I.CP	VX_702_p38_MAPK	0.12391229	0.002380988
HIST1H4I.CP	WH_4_023_SRC_family_ABL	-0.014232207	0.806715194
HIST1H4I.CP	WZ_1_84_BMX	-0.017345715	0.765552458
HIST1H4I.CP	X17_AAG_Hsp90	-0.121407267	0.002918552
HIST1H4I.CP	X681640_Wee1_Chk1	0.040082804	0.335233202
HIST1H4I.CP	XMD8_85_Erk5	0.09753638	0.094500847
HIST1H4I.CP	Z_LLNle_CHO_gamma_secretase	-0.058671998	0.31275941
HIST1H4I.CP	ZM_447439_Aurora_B	0.046196046	0.266679825
HLF.CP	A_443654_AKT1_2_3	0.061508205	0.289902212
HLF.CP	A_770041_Src_family	-0.057212795	0.324149953
HLF.CP	ABT_263_Bcl_2_Bcl_xL_and_Bcl_w	0.01694581	0.678944967
HLF.CP	ABT_888_PARP1_2	0.044094178	0.281278474
HLF.CP	AG_014699_PARP1_2_	-0.005945171	0.88522583
HLF.CP	AICAR_AMPK_agonist	0.071795267	0.079131539
HLF.CP	AKT_inhibitor_VIII_AKT1_2	0.027543915	0.503570205
HLF.CP	AMG_706_VEGFR_RET_c_KIT_PDGFR	-0.11253866	0.005827451
HLF.CP	AP_24534_Bcr_Abl	0.033459476	0.416441075
HLF.CP	AS601245_not_given	-0.016801829	0.684823853
HLF.CP	ATRA_Ligand_for_retinoic_acid_and_retinoid_X_receptors	0.051526364	0.207928051
HLF.CP	AUY922_HSP90	0.086332466	0.036678249
HLF.CP	Axitinib_PDGFR_KIT_VEGFR	-0.009600991	0.814601634
HLF.CP	AZ628_BRAF	0.06461919	0.266149096
HLF.CP	AZD_0530_Src_Abl	-0.124902069	0.030001543
HLF.CP	AZD_2281_PARP1_2	0.086400354	0.034503217
HLF.CP	AZD6244_MEK_1_2	-0.006780408	0.871231221
HLF.CP	AZD6482_PI3K_beta	-0.017026009	0.682663506
HLF.CP	AZD6482_PI3Kb	0.049416198	0.229929564
HLF.CP	AZD7762_Chk_1_2	0.020410282	0.618103854
HLF.CP	AZD8055_mTORC1_2	0.10617908	0.009729427
HLF.CP	BAY_61_3606_spleen_tyrosine_kinase	0.129066235	0.001743334
HLF.CP	Bexarotene_Retinioic_acid_X_family_agonist	-0.006823288	0.869082872
HLF.CP	BI_2536_PLK1_2_3	-0.002747112	0.962271633
HLF.CP	BIBW2992_EGFR_HER2	-0.03109688	0.447449575
HLF.CP	Bicalutamide_Androgen_receptor	-0.117376324	0.004439
HLF.CP	BIRB_0796_p38_JNK2	-0.055649623	0.173765181
HLF.CP	Bleomycin_not_given	0.090054219	0.029275436
HLF.CP	BMS_509744_IL2_inducible_T_cell_kinase_ITK	0.119315966	0.039217712
HLF.CP	BMS_536924_IGF_1R	0.043103698	0.457750627
HLF.CP	BMS_708163_gamma_secretase_complex	-0.008126585	0.84345117
HLF.CP	BMS_754807_IGF1R	-0.004163337	0.919892637
HLF.CP	Bortezomib_Proteasome	-0.029989809	0.606712798
HLF.CP	Bosutinib_SRC_ABL_TEC	0.031930509	0.435362018
HLF.CP	Bryostatin_1_PRKC	-0.091244543	0.027196259
HLF.CP	BX_795_TBK1_PDK1_IKK_AURKB_C	-0.020684727	0.613982604
HLF.CP	Camptothecin_DNA_topoisomerase_I	0.055601852	0.174135443
HLF.CP	CCT007093_PPM1D	0.05025642	0.221702385
HLF.CP	CCT018159_HSP90	0.024033819	0.562155499
HLF.CP	CEP_701_FLT3_JAK2_NTRK1_RET	0.090223148	0.02724032
HLF.CP	CGP_082996_CDK4	0.026108197	0.653518425
HLF.CP	CGP_60474_CDK_1_2_5_7_9	0.076072561	0.190332777
HLF.CP	CHIR_99021_GSK3B	-0.059585245	0.147618673
HLF.CP	CI_1040_MEK_1_2	0.012544909	0.760083038
HLF.CP	Cisplatin_DNA_crosslinking	-0.062171692	0.128533139
HLF.CP	CMK_Rsk	-0.080831617	0.163987805
HLF.CP	Cyclopamine_SMO	0.051437413	0.378697543
HLF.CP	Cytarabine_Inhibits_DNA_synthesis	0.048651323	0.234466194
HLF.CP	Dasatinib_ABL_SRC_BMX_pan_Y_KIT_PDGFR	-0.026996598	0.642533459
HLF.CP	DMOG_Prolyl_4_Hydroxylase	0.142295718	0.000515496
HLF.CP	Docetaxel_Microtubules	-0.100187832	0.014163188
HLF.CP	Doxorubicin_DNA	0.103162563	0.012467136
HLF.CP	EHT_1864_Rac_GTPases	0.036225667	0.378544986
HLF.CP	Elesclomol_Hsp70	-0.060506268	0.139107873
HLF.CP	Embelin_XIAP	0.054652844	0.186445371
HLF.CP	Epothilone_B_Microtubules	0.049281643	0.233591226
HLF.CP	Erlotinib_EGFR	-0.088976242	0.140373531
HLF.CP	Etoposide_not_given	0.117852297	0.004086294
HLF.CP	FH535_not_given	0.015454055	0.708905403
HLF.CP	FTI_277_Farnesyl_transferase	-0.031264099	0.447693318
HLF.CP	GDC_0449_SMO	0.070793577	0.08341804
HLF.CP	GDC0941_PI3K_class_1	0.035879925	0.384326507
HLF.CP	Gefitinib_EGFR	-0.012041463	0.768678752
HLF.CP	Gemcitabine_not_given	0.099150384	0.016351654
HLF.CP	GNF_2_BCR_ABL_only_allosteric_non_ATP_competetive	-0.095758285	0.098965349
HLF.CP	GSK_1904529A_IGF1R	-0.080163277	0.052437293
HLF.CP	GSK_650394_serum_glucocorticoid_regulated_kinase_1_	0.061174059	0.139116073
HLF.CP	GSK269962A_ROCK	-0.128622679	0.026400427
HLF.CP	GW_441756_Trk_A	-0.050266277	0.219278945
HLF.CP	GW843682X_PLK1	0.026177263	0.652113173
HLF.CP	Imatinib_BCR_ABL_KIT_PDGFR	-0.164344521	0.00418783
HLF.CP	IPA_3_not_given	0.121480465	0.003225719
HLF.CP	JNJ_26854165_MDM2	-0.011802296	0.774445179
HLF.CP	JNK_9L_JNK	0.129502424	0.001590865
HLF.CP	JNK_Inhibitor_VIII_JNK	-0.073569558	0.071978487
HLF.CP	JW_7_52_1_mTOR	0.039947245	0.491368506
HLF.CP	KIN001_135_IKKe	-0.069620496	0.230036333
HLF.CP	KU_55933_ATM_IC50_13_nM_ATR_10_mM	0.036053099	0.379213662
HLF.CP	Lapatinib_EGFR_ERBB2	-0.084809093	0.146893283
HLF.CP	LAQ824_HDAC	0.084628106	0.040566832
HLF.CP	Lenalidomide_TNF_alpha	0.068712959	0.092920907
HLF.CP	LFM_A13_BTK	-0.014131104	0.73282923
HLF.CP	Methotrexate_Dihydrofolate_reductase_DHFR	0.139505073	0.000617206
HLF.CP	MG_132_Proteosome	-0.063504074	0.274505195
HLF.CP	Midostaurin_KIT	0.006043209	0.883346567
HLF.CP	Mitomycin_C_DNA_crosslinker	0.069359567	0.093453955
HLF.CP	MK_2206_AKT1_2	0.060868284	0.145262129
HLF.CP	MS_275_HDAC	0.02747008	0.63728126
HLF.CP	Nilotinib_Bcr_Abl	0.07142449	0.085414005
HLF.CP	NSC_87877_SHP1_2	0.0235774	0.566962947
HLF.CP	NU_7441_DNAPK	0.052633321	0.199066518
HLF.CP	Nutlin_3a_p53_MDM2_interaction	0.197277399	1.14E-06
HLF.CP	NVP_BEZ235_PI3K_Class_1_and_mTORC1_2	0.053126292	0.19677368
HLF.CP	NVP_TAE684_ALK	-0.077668173	0.178975324
HLF.CP	Obatoclax_Mesylate_BCL2_family	0.078702283	0.056901479
HLF.CP	OSI_906_IGF1R	-0.009117347	0.825683525
HLF.CP	OSU_03012_PDK1	0.099748837	0.015712121
HLF.CP	PAC_1_Caspase_3_activator	0.085685285	0.038115819
HLF.CP	Paclitaxel_Microtubules	0.005635831	0.922690502
HLF.CP	Parthenolide_NFkappaB	0.003166867	0.956512102
HLF.CP	Pazopanib_VEGFR_PDGFRA_PDGFRB_KIT	0.009360591	0.821110391
HLF.CP	PD_0325901_MEK_1_2	-0.063660792	0.121807824
HLF.CP	PD_0332991_Cdk_4_6	0.062398871	0.135393439
HLF.CP	PD_173074_FGFR1_FGFR3	0.065749762	0.107929491
HLF.CP	PF_02341066_MET_ALK	0.057876525	0.316932513
HLF.CP	PF_4708671_p70_S6KA	0.001269428	0.975412101
HLF.CP	PF_562271_FAK	0.042631529	0.300412883
HLF.CP	PHA_665752_MET	-0.07707085	0.181620562
HLF.CP	PLX4720_RAF	0.01040088	0.799471427
HLF.CP	Pyrimethamine_STAT3	0.062297676	0.283744105
HLF.CP	QS11_ARFGAP	0.051028672	0.217411851
HLF.CP	Rapamycin_mTOR	0.035124256	0.543827749
HLF.CP	RDEA119_MEK_1_2	-0.022103678	0.591450952
HLF.CP	RO_3306_Cdk1	-0.059331415	0.146960939
HLF.CP	Roscovitine_CDK_s	0.098410207	0.092126435
HLF.CP	S_Trityl_L_cysteine_Eg5	0.059868584	0.302975871
HLF.CP	Salubrinal_GADD34_PP1C_phosphatase	0.046128687	0.429124362
HLF.CP	SB_216763_GSKa_b	-0.005331595	0.89884272
HLF.CP	SB590885_BRAF	0.047191401	0.256089735
HLF.CP	Shikonin_not_given	0.073324297	0.074637318
HLF.CP	SL_0101_1_RSK_AURKB_PIM3	0.039502882	0.336085735
HLF.CP	Sorafenib_PDGFRA_PDGFRB_KDR_KIT_FLT3	0.009826451	0.865633356
HLF.CP	Sunitinib_PDGFRA_PDGFRB_KDR_KIT_FLT3	0.14966446	0.009672023
HLF.CP	Temsirolimus_mTOR	0.038010495	0.353055266
HLF.CP	TGX221_PI3K_beta	-0.036620227	0.528879391
HLF.CP	Thapsigargin_ATPase_Ca_transporting_cardiac_muscle_slow_twitch_2	-0.037268968	0.367815539
HLF.CP	Tipifarnib_Farnesyl_transferase	0.067067651	0.10482565
HLF.CP	TW_37_BCL_2_BCL_XL	0.03427229	0.40520413
HLF.CP	Vinblastine_Microtubules	0.059278337	0.147323553
HLF.CP	Vinorelbine_Microtubules	0.062324821	0.129849382
HLF.CP	Vorinostat_HDAC_inhibitor_Class_I_IIa_IIb_IV	0.074665493	0.06783047
HLF.CP	VX_680_Aurora_kinase_A_B_C_FLT_3_ABL1_JAK2	0.024137058	0.678156882
HLF.CP	VX_702_p38_MAPK	0.129724499	0.001463823
HLF.CP	WH_4_023_SRC_family_ABL	-0.055863316	0.33652798
HLF.CP	WZ_1_84_BMX	0.041869841	0.471485798
HLF.CP	X17_AAG_Hsp90	-0.0978472	0.016597381
HLF.CP	X681640_Wee1_Chk1	0.023369571	0.574336552
HLF.CP	XMD8_85_Erk5	0.16614091	0.004218261
HLF.CP	Z_LLNle_CHO_gamma_secretase	0.046120072	0.427642646
HLF.CP	ZM_447439_Aurora_B	-0.013003208	0.754663332
HLXB9.CP	A_443654_AKT1_2_3	0.121172572	0.036556642
HLXB9.CP	A_770041_Src_family	0.003819513	0.947561614
HLXB9.CP	ABT_263_Bcl_2_Bcl_xL_and_Bcl_w	0.060648276	0.138180909
HLXB9.CP	ABT_888_PARP1_2	-0.005433616	0.894424241
HLXB9.CP	AG_014699_PARP1_2_	0.013076182	0.750865472
HLXB9.CP	AICAR_AMPK_agonist	0.165580687	4.66E-05
HLXB9.CP	AKT_inhibitor_VIII_AKT1_2	0.025622622	0.533803909
HLXB9.CP	AMG_706_VEGFR_RET_c_KIT_PDGFR	-0.039678978	0.332307985
HLXB9.CP	AP_24534_Bcr_Abl	0.013590554	0.741408418
HLXB9.CP	AS601245_not_given	0.006378255	0.877552096
HLXB9.CP	ATRA_Ligand_for_retinoic_acid_and_retinoid_X_receptors	0.050428957	0.217789066
HLXB9.CP	AUY922_HSP90	0.107362185	0.009296995
